tile_id,building_id,category,gt_height_m,base_shadow_m,base_height_m,base_error_m,m4_shadow_m,m4_height_m,m4_error_m,m4_status,m4_confidence,m4_term_reason,failure_mode
3_13,8,Medium,11.46,30.00,26.82,15.37,6.25,5.59,5.87,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_13,9,Medium,7.06,25.15,22.49,15.43,8.85,7.91,0.86,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,10,Medium,4.07,15.35,13.72,9.65,2.50,2.24,1.84,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,11,Small,2.68,30.00,26.82,24.14,4.55,4.07,1.38,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
3_13,12,Medium,4.94,30.00,26.82,21.89,1.30,1.16,3.77,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,13,Large,14.16,30.00,26.82,12.66,18.15,16.23,2.07,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,14,Large,13.61,30.00,26.82,13.21,14.20,12.70,0.91,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,15,Small,2.61,30.00,26.82,24.22,5.75,5.14,2.53,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,16,Large,12.08,23.25,20.79,8.71,5.45,4.87,7.20,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_13,17,Medium,8.57,30.00,26.82,18.25,11.60,10.37,1.80,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,18,Medium,4.01,30.00,26.82,22.82,9.00,8.05,4.04,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,19,Large,14.11,24.75,22.13,8.02,8.90,7.96,6.16,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
3_13,20,Large,16.69,0.00,0.00,16.69,0.00,N/A,N/A,REJECTED,0.00,NO_BUILDING_SHADOW_CONTACT,NO_VALID_SHADOW
3_13,21,Small,3.72,30.00,26.82,23.10,6.90,6.17,2.45,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,22,Large,14.76,30.00,26.82,12.06,23.65,21.15,6.39,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
3_13,23,Large,13.69,18.05,16.14,2.45,5.55,4.96,8.73,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
3_13,24,Medium,6.98,30.00,26.82,19.85,7.20,6.44,0.54,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,25,Large,15.84,30.00,26.82,10.99,15.40,13.77,2.07,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,26,Large,16.06,6.55,5.86,10.20,2.00,1.79,14.27,VALID,0.97,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_13,27,Small,3.38,16.30,14.57,11.19,6.45,5.77,2.38,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,28,Small,2.80,9.75,8.72,5.92,3.15,2.82,0.02,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,29,Medium,11.60,30.00,26.82,15.22,10.15,9.08,2.53,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,30,Large,13.30,28.60,25.57,12.27,6.85,6.12,7.18,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_13,31,Large,15.06,14.05,12.56,2.49,14.05,12.56,2.49,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
3_13,32,Large,12.31,30.00,26.82,14.51,9.85,8.81,3.50,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,33,Medium,7.88,25.40,22.71,14.83,4.45,3.98,3.90,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
3_13,34,Small,2.97,30.00,26.82,23.85,12.30,11.00,8.02,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
3_13,35,Small,2.42,27.05,24.19,21.77,7.60,6.80,4.38,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,36,Medium,6.23,30.00,26.82,20.60,7.15,6.39,0.17,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,37,Large,13.57,30.00,26.82,13.25,14.00,12.52,1.06,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,38,Large,13.70,30.00,26.82,13.12,20.25,18.11,4.40,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
3_13,39,Large,17.91,30.00,26.82,8.91,18.00,16.09,1.82,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,40,Medium,9.12,30.00,26.82,17.70,7.05,6.30,2.82,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,41,Medium,11.43,30.00,26.82,15.39,9.35,8.36,3.07,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
3_13,42,Large,15.45,30.00,26.82,11.37,22.15,19.80,4.35,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,43,Small,2.78,30.00,26.82,24.04,4.20,3.76,0.98,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,44,Large,12.71,30.00,26.82,14.11,10.25,9.16,3.55,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,45,Large,13.88,30.00,26.82,12.94,20.75,18.55,4.67,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
3_13,46,Small,3.09,12.45,11.13,8.05,4.85,4.34,1.25,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,47,Large,14.34,30.00,26.82,12.49,13.75,12.29,2.04,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,48,Large,14.22,30.00,26.82,12.60,8.75,7.82,6.40,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_13,49,Medium,9.02,30.00,26.82,17.80,10.95,9.79,0.77,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
3_13,50,Large,15.63,30.00,26.82,11.19,17.00,15.20,0.43,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,51,Small,2.26,25.85,23.11,20.85,7.80,6.97,4.71,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
3_13,52,Small,2.15,30.00,26.82,24.67,16.30,14.57,12.42,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
3_13,53,Large,12.48,27.70,24.77,12.29,9.25,8.27,4.21,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,54,Medium,10.64,30.00,26.82,16.18,7.40,6.62,4.03,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,55,Medium,9.36,30.00,26.82,17.46,14.40,12.88,3.52,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,56,Medium,8.74,30.00,26.82,18.08,11.55,10.33,1.58,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
3_13,57,Medium,10.06,30.00,26.82,16.77,11.15,9.97,0.09,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,58,Medium,9.86,29.90,26.73,16.87,6.70,5.99,3.87,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
3_13,59,Large,15.88,30.00,26.82,10.94,11.90,10.64,5.24,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_13,60,Medium,5.30,20.45,18.28,12.98,6.45,5.77,0.47,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,61,Medium,4.34,17.30,15.47,11.13,7.75,6.93,2.59,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,62,Medium,11.31,30.00,26.82,15.51,7.20,6.44,4.88,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
3_13,63,Medium,10.63,24.05,21.50,10.88,6.10,5.45,5.17,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_13,64,Small,2.31,28.50,25.48,23.17,1.95,1.74,0.57,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,65,Small,2.14,20.95,18.73,16.59,3.65,3.26,1.12,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,66,Medium,4.27,14.05,12.56,8.29,7.20,6.44,2.17,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,67,Small,3.13,30.00,26.82,23.69,4.25,3.80,0.67,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,68,Large,15.76,30.00,26.82,11.06,14.25,12.74,3.02,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,69,Large,15.75,30.00,26.82,11.07,21.00,18.78,3.03,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,70,Large,13.62,23.80,21.28,7.66,3.40,3.04,10.58,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_13,71,Medium,11.35,10.55,9.43,1.92,4.75,4.25,7.10,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_13,72,Large,16.71,30.00,26.82,10.12,7.15,6.39,10.32,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
3_13,73,Large,14.70,18.10,16.18,1.49,7.60,6.80,7.90,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_13,74,Large,14.66,27.75,24.81,10.15,4.45,3.98,10.68,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
3_13,75,Medium,5.23,7.10,6.35,1.12,4.15,3.71,1.52,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_13,76,Small,1.77,4.50,4.02,2.26,1.50,1.34,0.43,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,1,Large,13.59,30.00,26.82,13.24,10.30,9.21,4.38,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
3_14,2,Large,15.53,30.00,26.82,11.29,20.90,18.69,3.15,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,3,Large,14.77,30.00,26.82,12.05,17.35,15.51,0.74,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,4,Small,3.41,30.00,26.82,23.42,4.60,4.11,0.71,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,5,Large,14.51,30.00,26.82,12.31,5.90,5.28,9.24,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_14,6,Large,13.13,22.60,20.21,7.08,11.15,9.97,3.16,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,7,Large,15.96,30.00,26.82,10.87,8.50,7.60,8.36,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_14,8,Medium,4.12,27.70,24.77,20.64,10.35,9.25,5.13,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
3_14,9,Large,16.53,30.00,26.82,10.30,10.40,9.30,7.23,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_14,10,Large,16.62,30.00,26.82,10.20,10.35,9.25,7.37,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_14,11,Large,17.54,30.00,26.82,9.28,11.50,10.28,7.26,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_14,12,Medium,4.37,30.00,26.82,22.45,1.15,1.03,3.35,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,13,Small,3.45,30.00,26.82,23.37,11.50,10.28,6.83,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
3_14,14,Medium,9.22,30.00,26.82,17.61,11.15,9.97,0.75,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,15,Medium,10.73,30.00,26.82,16.09,7.30,6.53,4.21,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
3_14,16,Small,3.40,30.00,26.82,23.42,5.05,4.52,1.12,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
3_14,17,Medium,8.46,30.00,26.82,18.36,10.60,9.48,1.01,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,18,Large,15.04,30.00,26.82,11.79,4.40,3.93,11.10,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_14,19,Medium,8.83,30.00,26.82,18.00,20.25,18.11,9.28,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
3_14,20,Small,3.34,30.00,26.82,23.49,1.95,1.74,1.59,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,21,Medium,8.24,23.10,20.65,12.41,19.30,17.26,9.01,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
3_14,22,Large,14.61,30.00,26.82,12.21,11.70,10.46,4.15,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,23,Large,14.63,27.70,24.77,10.14,7.95,7.11,7.52,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
3_14,24,Large,13.08,27.30,24.41,11.33,6.10,5.45,7.62,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_14,25,Medium,5.77,28.20,25.21,19.45,4.10,3.67,2.10,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,26,Large,14.14,30.00,26.82,12.68,6.90,6.17,7.97,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
3_14,27,Large,14.87,24.85,22.22,7.35,11.90,10.64,4.23,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
3_14,28,Small,3.00,13.70,12.25,9.25,6.65,5.95,2.94,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,29,Large,15.59,30.00,26.82,11.23,10.45,9.34,6.25,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_14,30,Large,19.63,30.00,26.82,7.19,10.50,9.39,10.24,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
3_14,31,Large,14.75,30.00,26.82,12.07,10.65,9.52,5.23,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_14,32,Medium,8.62,15.00,13.41,4.79,1.95,1.74,6.88,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_14,33,Small,2.82,30.00,26.82,24.00,3.40,3.04,0.22,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,34,Small,2.65,30.00,26.82,24.17,5.95,5.32,2.67,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,35,Medium,9.20,30.00,26.82,17.63,6.40,5.72,3.47,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,36,Large,13.76,16.60,14.84,1.09,3.75,3.35,10.40,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_14,37,Medium,6.03,30.00,26.82,20.79,5.25,4.69,1.34,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,38,Small,3.35,30.00,26.82,23.47,1.45,1.30,2.06,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,39,Small,2.19,29.40,26.29,24.10,4.45,3.98,1.79,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,40,Large,12.29,30.00,26.82,14.54,7.35,6.57,5.72,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_SHORT_SHADOW
3_14,41,Small,3.65,26.60,23.78,20.13,7.30,6.53,2.87,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
3_14,42,Medium,11.73,29.55,26.42,14.69,10.65,9.52,2.21,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,43,Small,0.66,15.65,13.99,13.33,8.75,7.82,7.16,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
3_14,44,Medium,9.56,30.00,26.82,17.26,25.80,23.07,13.51,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
3_14,45,Small,1.59,20.95,18.73,17.14,16.00,14.31,12.72,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
3_14,46,Large,12.12,30.00,26.82,14.71,10.15,9.08,3.04,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,47,Medium,8.89,25.00,22.35,13.46,5.30,4.74,4.15,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
3_14,48,Large,13.42,29.75,26.60,13.18,10.20,9.12,4.30,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
3_14,49,Medium,6.72,3.75,3.35,3.37,3.25,2.91,3.81,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,50,Medium,9.52,22.90,20.47,10.96,4.15,3.71,5.81,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_14,51,Medium,4.15,24.00,21.46,17.31,0.20,N/A,N/A,REJECTED,0.00,LOCAL_GRADIENT_STEP,NO_VALID_SHADOW
3_14,52,Large,12.51,11.25,10.06,2.45,4.35,3.89,8.62,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
3_14,53,Medium,8.26,30.00,26.82,18.56,21.20,18.95,10.70,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
3_14,54,Large,14.49,25.30,22.62,8.13,14.05,12.56,1.93,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,55,Large,16.52,21.45,19.18,2.66,14.35,12.83,3.69,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,56,Medium,7.73,30.00,26.82,19.09,12.05,10.77,3.04,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,57,Large,12.53,18.35,16.41,3.87,8.70,7.78,4.76,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,58,Large,16.22,8.10,7.24,8.98,4.25,3.80,12.42,VALID,0.99,SHADOW_SUPPORT_LOST,FALSE_SHORT_SHADOW
3_14,59,Medium,6.56,11.65,10.42,3.86,2.95,2.64,3.92,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
3_14,60,Medium,10.85,10.25,9.16,1.69,6.95,6.21,4.64,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
3_14,61,Small,1.81,1.10,0.98,0.83,0.65,0.58,1.23,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
3_14,62,Small,1.56,0.55,0.49,1.06,0.25,N/A,N/A,REJECTED,0.00,RELATIVE_INTENSITY_STEP,NO_VALID_SHADOW
4_10,1,Medium,11.61,18.00,16.09,4.49,11.90,10.64,0.97,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,2,Large,18.26,30.00,26.82,8.56,29.40,26.29,8.02,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,3,Large,17.80,30.00,26.82,9.02,9.75,8.72,9.09,VALID,0.99,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_10,4,Large,15.48,27.00,24.14,8.66,4.80,4.29,11.19,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_10,5,Small,3.31,13.20,11.80,8.49,4.95,4.43,1.11,VALID,0.99,RELATIVE_INTENSITY_STEP,NONE
4_10,6,Small,3.85,7.00,6.26,2.41,5.05,4.52,0.67,VALID,0.99,LOCAL_GRADIENT_STEP,NONE
4_10,7,Medium,4.97,4.20,3.76,1.22,3.45,3.08,1.89,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
4_10,8,Large,12.07,30.00,26.82,14.75,13.85,12.38,0.31,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,9,Small,2.59,22.65,20.25,17.67,7.65,6.84,4.25,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,10,Medium,5.61,27.25,24.36,18.75,6.00,5.36,0.25,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,11,Small,1.70,19.95,17.84,16.13,7.10,6.35,4.64,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,12,Small,3.16,18.55,16.59,13.43,9.25,8.27,5.11,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,13,Small,3.91,14.10,12.61,8.69,2.90,2.59,1.32,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,14,Large,12.55,30.00,26.82,14.28,6.95,6.21,6.33,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_10,15,Large,15.69,30.00,26.82,11.14,3.85,3.44,12.24,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_10,16,Medium,9.60,15.85,14.17,4.58,7.20,6.44,3.16,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,17,Large,13.41,30.00,26.82,13.41,13.85,12.38,1.03,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,18,Large,16.80,30.00,26.82,10.03,14.20,12.70,4.10,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,19,Large,21.41,30.00,26.82,5.42,6.15,5.50,15.91,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_10,20,Medium,9.37,30.00,26.82,17.45,3.95,3.53,5.84,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_10,21,Medium,9.97,30.00,26.82,16.85,4.95,4.43,5.55,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_10,22,Medium,9.35,12.40,11.09,1.74,6.45,5.77,3.58,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,23,Medium,10.68,30.00,26.82,16.15,5.40,4.83,5.85,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_10,24,Medium,4.79,17.60,15.74,10.95,2.85,2.55,2.24,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,25,Large,14.60,30.00,26.82,12.22,8.35,7.47,7.14,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_10,26,Small,0.00,10.10,9.03,9.03,3.05,2.73,2.73,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_10,27,Large,14.32,30.00,26.82,12.51,5.55,4.96,9.36,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_10,28,Medium,6.15,6.00,5.36,0.79,4.55,4.07,2.08,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,29,Medium,4.08,28.15,25.17,21.08,7.45,6.66,2.58,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,30,Medium,6.03,9.30,8.32,2.29,6.65,5.95,0.08,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,31,Large,22.11,30.00,26.82,4.71,8.45,7.56,14.55,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_10,32,Large,16.58,30.00,26.82,10.24,11.75,10.51,6.07,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_10,33,Large,22.22,30.00,26.82,4.61,6.05,5.41,16.81,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_10,34,Medium,5.40,27.15,24.27,18.87,13.75,12.29,6.89,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,35,Large,13.99,30.00,26.82,12.83,7.45,6.66,7.33,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_10,36,Medium,4.52,30.00,26.82,22.30,6.00,5.36,0.85,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,37,Large,19.99,30.00,26.82,6.83,10.60,9.48,10.51,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_10,38,Medium,5.50,30.00,26.82,21.32,11.45,10.24,4.74,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,39,Small,0.00,4.35,3.89,3.89,4.35,3.89,3.89,VALID,1.00,SHADOW_SUPPORT_LOST,NONE
4_10,40,Small,2.98,30.00,26.82,23.84,6.70,5.99,3.01,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,41,Medium,8.68,30.00,26.82,18.15,11.90,10.64,1.96,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,42,Large,16.57,29.65,26.51,9.94,8.35,7.47,9.11,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_SHORT_SHADOW
4_10,43,Small,0.00,25.15,22.49,22.49,7.75,6.93,6.93,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,44,Small,0.00,16.05,14.35,14.35,2.90,2.59,2.59,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,45,Small,0.00,3.10,2.77,2.77,1.55,1.39,1.39,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,46,Small,0.01,30.00,26.82,26.82,9.40,8.40,8.40,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,47,Small,3.61,30.00,26.82,23.21,13.45,12.03,8.42,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,48,Small,0.74,30.00,26.82,26.09,9.95,8.90,8.16,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
4_10,49,Small,0.00,3.55,3.17,3.17,3.15,2.82,2.82,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,50,Small,3.31,30.00,26.82,23.52,10.60,9.48,6.17,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,51,Small,0.00,17.50,15.65,15.65,5.75,5.14,5.14,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,52,Small,2.72,25.25,22.58,19.86,5.25,4.69,1.98,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,53,Medium,4.08,30.00,26.82,22.75,4.75,4.25,0.17,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,54,Medium,4.98,30.00,26.82,21.84,9.40,8.40,3.42,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,55,Medium,4.78,30.00,26.82,22.04,10.80,9.66,4.87,VALID,1.00,RELATIVE_INTENSITY_STEP,NONE
4_10,56,Small,0.00,11.70,10.46,10.46,5.40,4.83,4.83,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,57,Small,2.22,25.50,22.80,20.58,12.05,10.77,8.56,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,58,Small,0.00,14.05,12.56,12.56,13.05,11.67,11.67,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,59,Small,2.44,30.00,26.82,24.38,19.95,17.84,15.40,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,60,Small,0.00,29.05,25.97,25.97,8.10,7.24,7.24,VALID,1.00,LOCAL_GRADIENT_STEP,FALSE_LONG_SHADOW
4_10,61,Small,0.00,25.40,22.71,22.71,10.10,9.03,9.03,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
4_10,62,Small,2.37,30.00,26.82,24.45,6.80,6.08,3.71,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,63,Medium,4.10,30.00,26.82,22.72,9.65,8.63,4.52,VALID,1.00,LOCAL_GRADIENT_STEP,NONE
4_10,64,Small,0.00,30.00,26.82,26.82,9.55,8.54,8.54,VALID,1.00,RELATIVE_INTENSITY_STEP,FALSE_LONG_SHADOW
